Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1910.595529
FDW14,OUT017,1567.089778
NCN55,OUT010,1597.91229
FDQ58,OUT017,2460.872372
FDY38,OUT027,4667.027943
FDH56,OUT046,1787.166426
FDL48,OUT018,838.2491815
FDC48,OUT027,2147.495591
FDN33,OUT045,1471.755404
FDA36,OUT017,2919.201269
FDT44,OUT017,1840.814351
FDQ56,OUT045,1362.420143
NCC54,OUT019,853.8450957
FDU11,OUT049,1930.539299
DRL59,OUT013,994.7896215
FDM24,OUT049,2155.585413
FDI57,OUT045,2685.659321
DRC12,OUT018,2393.370406
NCM42,OUT027,2721.769549
FDA46,OUT010,1032.635146
FDA31,OUT013,2571.1932
NCJ31,OUT035,3535.369324
FDG52,OUT046,1135.756666
NCL19,OUT019,987.9794644
FDS10,OUT035,2888.431496
FDX22,OUT010,1723.712128
NCF19,OUT035,1065.03822
NCE06,OUT046,2083.807501
DRC27,OUT046,2799.419941
FDE21,OUT035,1931.285235
NCR42,OUT019,284.7076942
FDX51,OUT018,2378.94645
NCR06,OUT018,865.5248698
FDU31,OUT027,4770.776936
FDU59,OUT017,2421.919242
FDR03,OUT027,4398.3033
FDS49,OUT027,2229.157049
FDD48,OUT010,1375.90248
NCF18,OUT017,2793.579027
NCD43,OUT027,2606.404889
NCD54,OUT018,1897.421029
FDY19,OUT010,1122.006163
NCY54,OUT017,2405.381663
NCL19,OUT018,1927.293806
FDP23,OUT010,1617.481525
FDC26,OUT013,1868.199939
FDR14,OUT010,354.3729927
NCS41,OUT035,2656.657297
FDF41,OUT035,3477.667989
FDU34,OUT046,1784.255046
DRH11,OUT046,1211.984548
FDM03,OUT013,1793.049639
FDS31,OUT017,2701.734613
FDJ20,OUT017,1879.854413
FDV44,OUT027,4165.684042
FDG02,OUT049,2627.021277
FDA09,OUT013,2596.602199
FDT04,OUT013,804.4470624
FDL58,OUT019,1261.309916
FDE52,OUT045,1525.759887
FDW12,OUT035,2245.165098
FDL51,OUT017,3372.705851
NCY42,OUT027,3296.968128
FDR07,OUT017,1475.82851
FDN40,OUT045,2064.42423
FDB35,OUT027,2388.244098
FDA22,OUT017,2411.644519
NCL06,OUT046,2979.228913
FDI35,OUT013,2562.257078
NCW42,OUT045,2932.635057
NCX06,OUT049,2561.766382
FDC37,OUT027,2648.193743
FDZ14,OUT018,1730.680808
DRG49,OUT049,3251.800595
NCG06,OUT045,3539.597668
DRC36,OUT045,2286.593566
FDV21,OUT019,83.46653834
FDB53,OUT046,1893.776628
DRP47,OUT019,787.9376386
FDA14,OUT013,2152.598437
DRC24,OUT035,2396.03985
FDW21,OUT018,1502.263952
NCH29,OUT046,1623.625898
FDU58,OUT013,2735.537967
FDY27,OUT017,2713.809084
FDV56,OUT035,1885.462915
FDT59,OUT046,2765.67953
FDB23,OUT046,2881.993637
FDR49,OUT045,941.3742335
FDB03,OUT010,1317.976393
FDN39,OUT045,2389.131875
FDX02,OUT027,4625.891889
FDQ16,OUT027,2648.953494
FDU35,OUT018,1503.847165
NCT29,OUT013,1893.547811
FDZ27,OUT046,1040.863096
FDN57,OUT017,2243.527426
FDA03,OUT018,1854.844033
FDZ36,OUT045,2521.470012
NCU05,OUT013,1431.523873
FDT39,OUT018,2057.280284
FDK60,OUT017,1602.334899
FDZ25,OUT017,2637.847877
FDG12,OUT046,1894.590946
DRB01,OUT019,889.2204284
NCC43,OUT027,5089.238094
FDX13,OUT019,1219.940794
FDM22,OUT049,1247.64181
FDJ03,OUT027,1661.099991
FDU14,OUT018,3310.458651
FDB33,OUT010,1496.498412
FDP27,OUT046,2250.607783
FDO38,OUT010,966.6608452
FDE28,OUT027,4636.449999
FDO27,OUT035,1654.053677
DRL23,OUT027,2616.018165
FDS28,OUT046,1261.07553
FDX24,OUT013,1492.396649
FDZ02,OUT035,1713.179505
FDL46,OUT045,1720.879889
FDS60,OUT027,3820.429838
NCO06,OUT017,528.826126
FDO16,OUT035,1465.503448
FDC60,OUT049,1617.80415
FDA48,OUT018,2572.440397
FDZ36,OUT027,4011.904479
FDK27,OUT045,1794.997099
FDW23,OUT018,721.7783851
FDM14,OUT018,1600.748381
FDM14,OUT013,1761.768672
FDW60,OUT018,2354.727539
FDE21,OUT013,1889.845965
NCM42,OUT035,1819.750525
FDY59,OUT010,1224.285985
DRI49,OUT049,1644.684059
FDT28,OUT019,943.7961232
FDQ22,OUT018,775.7048066
FDR60,OUT049,1494.567285
FDC50,OUT019,380.607482
FDV24,OUT013,2252.345142
DRF48,OUT010,1585.895398
FDQ47,OUT046,1004.648608
DRN36,OUT049,1613.593496
