Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1750.124394
FDW14,OUT017,1374.670469
NCN55,OUT010,1826.425623
FDQ58,OUT017,2396.290956
FDY38,OUT027,4683.632186
FDH56,OUT046,1883.307475
FDL48,OUT018,684.1236205
FDC48,OUT027,2574.694597
FDN33,OUT045,498.8081716
FDA36,OUT017,2885.894245
FDT44,OUT017,1894.9626
FDQ56,OUT045,323.0796588
NCC54,OUT019,1823.091948
FDU11,OUT049,1987.540099
DRL59,OUT013,870.1915349
FDM24,OUT049,2413.611228
FDI57,OUT045,2010.572084
DRC12,OUT018,2592.569876
NCM42,OUT027,2938.047406
FDA46,OUT010,1088.799712
FDA31,OUT013,2633.12112
NCJ31,OUT035,3699.744574
FDG52,OUT046,775.773767
NCL19,OUT019,415.1203117
FDS10,OUT035,2840.817678
FDX22,OUT010,1370.004933
NCF19,OUT035,896.6269123
NCE06,OUT046,2428.129814
DRC27,OUT046,3571.165277
FDE21,OUT035,1920.60855
NCR42,OUT019,1220.290922
FDX51,OUT018,2739.338512
NCR06,OUT018,474.2122827
FDU31,OUT027,4571.057743
FDU59,OUT017,2594.318752
FDR03,OUT027,4393.811546
FDS49,OUT027,2557.278669
FDD48,OUT010,10.6847558
NCF18,OUT017,2932.487375
NCD43,OUT027,2849.314413
NCD54,OUT018,1944.539251
FDY19,OUT010,31.16493474
NCY54,OUT017,2632.922861
NCL19,OUT018,1996.745019
FDP23,OUT010,1511.983412
FDC26,OUT013,1752.496201
FDR14,OUT010,1007.354499
NCS41,OUT035,2906.861668
FDF41,OUT035,3725.213296
FDU34,OUT046,1949.696593
DRH11,OUT046,930.1302775
FDM03,OUT013,1664.248135
FDS31,OUT017,2844.255172
FDJ20,OUT017,2009.962367
FDV44,OUT027,4151.15119
FDG02,OUT049,2917.891071
FDA09,OUT013,2761.968439
FDT04,OUT013,621.746268
FDL58,OUT019,2157.045862
FDE52,OUT045,348.8600678
FDW12,OUT035,2377.999668
FDL51,OUT017,3240.378183
NCY42,OUT027,3395.451091
FDR07,OUT017,1600.506874
FDN40,OUT045,1221.676308
FDB35,OUT027,2748.658363
FDA22,OUT017,2574.34041
NCL06,OUT046,3908.17172
FDI35,OUT013,2766.287853
NCW42,OUT045,2288.165526
NCX06,OUT049,2766.798924
